CHASSIS_NUMBER,MODEL,YEAR,ENGINE_TYPE,MSRP,RELIABILITY_RATING
VIN04161,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04162,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04163,T2000,2024,Diesel Turbo,85000,4
VIN04164,T8000,2020,Diesel Turbo,160000,3
VIN04165,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04166,T4000,2021,Diesel Turbo,110000,4
VIN04167,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04168,T4000,2021,Diesel Turbo,110000,4
VIN04169,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04170,T6000,2020,Diesel Turbo,135000,3
VIN04171,T8000,2021,Diesel 6-Cylinder,160000,3
VIN04172,T4000,2023,Diesel Turbo,110000,4
VIN04173,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04174,T4000,2022,Diesel Turbo,110000,4
VIN04175,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04176,T6000,2023,Diesel Turbo,135000,3
VIN04177,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04178,T8000,2022,Diesel Turbo,160000,3
VIN04179,T4000,2023,Diesel Turbo,110000,4
VIN04180,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04181,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04182,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04183,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04184,T2000,2022,Diesel Turbo,85000,4
VIN04185,T2000,2023,Diesel Turbo,85000,4
VIN04186,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04187,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04188,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04189,T8000,2023,Diesel 6-Cylinder,160000,3
VIN04190,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04191,T6000,2023,Diesel 8-Cylinder,135000,3
VIN04192,T8000,2023,Diesel 8-Cylinder,160000,3
VIN04193,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04194,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04195,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04196,T4000,2021,Diesel Turbo,110000,4
VIN04197,T8000,2024,Diesel 6-Cylinder,160000,3
VIN04198,T8000,2020,Diesel Turbo,160000,3
VIN04199,T6000,2021,Diesel Turbo,135000,3
VIN04200,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04201,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04202,T8000,2024,Diesel 6-Cylinder,160000,3
VIN04203,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04204,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04205,T8000,2023,Diesel Turbo,160000,3
VIN04206,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04207,T2000,2021,Diesel Turbo,85000,4
VIN04208,T6000,2020,Diesel 6-Cylinder,135000,3
VIN04209,T8000,2024,Diesel 6-Cylinder,160000,3
VIN04210,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04211,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04212,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04213,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04214,T6000,2021,Diesel Turbo,135000,3
VIN04215,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04216,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04217,T2000,2024,Diesel Turbo,85000,4
VIN04218,T9000,2020,Diesel Turbo,195000,2
VIN04219,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04220,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04221,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04222,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04223,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04224,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04225,T2000,2023,Diesel Turbo,85000,4
VIN04226,T2000,2022,Diesel Turbo,85000,4
VIN04227,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04228,T2000,2023,Diesel Turbo,85000,4
VIN04229,T4000,2022,Diesel Turbo,110000,4
VIN04230,T6000,2023,Diesel 6-Cylinder,135000,3
VIN04231,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04232,T8000,2023,Diesel 8-Cylinder,160000,3
VIN04233,T4000,2020,Diesel Turbo,110000,4
VIN04234,T2000,2021,Diesel Turbo,85000,4
VIN04235,T9000,2020,Diesel Turbo,195000,2
VIN04236,T2000,2023,Diesel Turbo,85000,4
VIN04237,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04238,T6000,2023,Diesel Turbo,135000,3
VIN04239,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04240,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04241,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04242,T2000,2024,Diesel Turbo,85000,4
VIN04243,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04244,T6000,2024,Diesel 8-Cylinder,135000,3
VIN04245,T4000,2022,Diesel Turbo,110000,4
VIN04246,T2000,2023,Diesel Turbo,85000,4
VIN04247,T4000,2024,Diesel Turbo,110000,4
VIN04248,T9000,2020,Diesel 6-Cylinder,195000,2
VIN04249,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04250,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04251,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04252,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04253,T8000,2023,Diesel 6-Cylinder,160000,3
VIN04254,T6000,2024,Diesel 8-Cylinder,135000,3
VIN04255,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04256,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04257,T4000,2022,Diesel Turbo,110000,4
VIN04258,T9000,2022,Diesel Turbo,195000,2
VIN04259,T2000,2022,Diesel Turbo,85000,4
VIN04260,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04261,T4000,2021,Diesel Turbo,110000,4
VIN04262,T9000,2022,Diesel Turbo,195000,2
VIN04263,T6000,2023,Diesel 8-Cylinder,135000,3
VIN04264,T2000,2022,Diesel Turbo,85000,4
VIN04265,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04266,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04267,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04268,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04269,T6000,2021,Diesel Turbo,135000,3
VIN04270,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04271,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04272,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04273,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04274,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04275,T2000,2023,Diesel Turbo,85000,4
VIN04276,T6000,2022,Diesel Turbo,135000,3
VIN04277,T8000,2022,Diesel Turbo,160000,3
VIN04278,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04279,T4000,2020,Diesel Turbo,110000,4
VIN04280,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04281,T4000,2021,Diesel Turbo,110000,4
VIN04282,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04283,T4000,2024,Diesel Turbo,110000,4
VIN04284,T2000,2024,Diesel Turbo,85000,4
VIN04285,T9000,2021,Diesel 6-Cylinder,195000,2
VIN04286,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04287,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04288,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04289,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04290,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04291,T6000,2022,Diesel 8-Cylinder,135000,3
VIN04292,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04293,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04294,T6000,2022,Diesel 8-Cylinder,135000,3
VIN04295,T8000,2022,Diesel Turbo,160000,3
VIN04296,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04297,T9000,2022,Diesel Turbo,195000,2
VIN04298,T2000,2023,Diesel Turbo,85000,4
VIN04299,T4000,2022,Diesel Turbo,110000,4
VIN04300,T2000,2023,Diesel Turbo,85000,4
VIN04301,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04302,T8000,2022,Diesel Turbo,160000,3
VIN04303,T4000,2024,Diesel Turbo,110000,4
VIN04304,T8000,2021,Diesel 8-Cylinder,160000,3
VIN04305,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04306,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04307,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04308,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04309,T4000,2020,Diesel Turbo,110000,4
VIN04310,T2000,2022,Diesel Turbo,85000,4
VIN04311,T4000,2020,Diesel Turbo,110000,4
VIN04312,T6000,2022,Diesel Turbo,135000,3
VIN04313,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04314,T8000,2023,Diesel Turbo,160000,3
VIN04315,T6000,2023,Diesel 6-Cylinder,135000,3
VIN04316,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04317,T2000,2020,Diesel Turbo,85000,4
VIN04318,T8000,2021,Diesel Turbo,160000,3
VIN04319,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04320,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04321,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04322,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04323,T9000,2021,Diesel Turbo,195000,2
VIN04324,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04325,T8000,2022,Diesel Turbo,160000,3
VIN04326,T2000,2024,Diesel Turbo,85000,4
VIN04327,T9000,2024,Diesel 6-Cylinder,195000,2
VIN04328,T9000,2023,Diesel 8-Cylinder,195000,2
VIN04329,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04330,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04331,T6000,2020,Diesel 6-Cylinder,135000,3
VIN04332,T4000,2022,Diesel Turbo,110000,4
VIN04333,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04334,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04335,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04336,T2000,2024,Diesel Turbo,85000,4
VIN04337,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04338,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04339,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04340,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04341,T8000,2021,Diesel Turbo,160000,3
VIN04342,T4000,2020,Diesel Turbo,110000,4
VIN04343,T9000,2022,Diesel Turbo,195000,2
VIN04344,T6000,2021,Diesel Turbo,135000,3
VIN04345,T8000,2021,Diesel 8-Cylinder,160000,3
VIN04346,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04347,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04348,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04349,T8000,2021,Diesel 8-Cylinder,160000,3
VIN04350,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04351,T2000,2022,Diesel Turbo,85000,4
VIN04352,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04353,T8000,2021,Diesel 6-Cylinder,160000,3
VIN04354,T9000,2024,Diesel 8-Cylinder,195000,2
VIN04355,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04356,T9000,2023,Diesel 8-Cylinder,195000,2
VIN04357,T6000,2022,Diesel 6-Cylinder,135000,3
VIN04358,T2000,2024,Diesel Turbo,85000,4
VIN04359,T8000,2022,Diesel 6-Cylinder,160000,3
VIN04360,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04361,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04362,T9000,2024,Diesel Turbo,195000,2
VIN04363,T6000,2023,Diesel 6-Cylinder,135000,3
VIN04364,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04365,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04366,T2000,2020,Diesel Turbo,85000,4
VIN04367,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04368,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04369,T6000,2020,Diesel 6-Cylinder,135000,3
VIN04370,T9000,2022,Diesel 6-Cylinder,195000,2
VIN04371,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04372,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04373,T4000,2023,Diesel Turbo,110000,4
VIN04374,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04375,T6000,2024,Diesel 8-Cylinder,135000,3
VIN04376,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04377,T2000,2021,Diesel Turbo,85000,4
VIN04378,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04379,T9000,2023,Diesel Turbo,195000,2
VIN04380,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04381,T9000,2024,Diesel Turbo,195000,2
VIN04382,T9000,2021,Diesel Turbo,195000,2
VIN04383,T8000,2021,Diesel Turbo,160000,3
VIN04384,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04385,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04386,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04387,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04388,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04389,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04390,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04391,T6000,2022,Diesel 6-Cylinder,135000,3
VIN04392,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04393,T4000,2023,Diesel Turbo,110000,4
VIN04394,T2000,2023,Diesel Turbo,85000,4
VIN04395,T4000,2023,Diesel Turbo,110000,4
VIN04396,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04397,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04398,T8000,2022,Diesel Turbo,160000,3
VIN04399,T6000,2023,Diesel Turbo,135000,3
VIN04400,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04401,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04402,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04403,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04404,T2000,2020,Diesel Turbo,85000,4
VIN04405,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04406,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04407,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04408,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04409,T6000,2023,Diesel 6-Cylinder,135000,3
VIN04410,T2000,2023,Diesel Turbo,85000,4
VIN04411,T8000,2020,Diesel 8-Cylinder,160000,3
VIN04412,T9000,2023,Diesel 6-Cylinder,195000,2
VIN04413,T2000,2024,Diesel 6-Cylinder,85000,4
VIN04414,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04415,T6000,2020,Diesel Turbo,135000,3
VIN04416,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04417,T2000,2024,Diesel Turbo,85000,4
VIN04418,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04419,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04420,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04421,T2000,2020,Diesel Turbo,85000,4
VIN04422,T8000,2023,Diesel Turbo,160000,3
VIN04423,T4000,2023,Diesel Turbo,110000,4
VIN04424,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04425,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04426,T4000,2023,Diesel Turbo,110000,4
VIN04427,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04428,T9000,2024,Diesel 8-Cylinder,195000,2
VIN04429,T2000,2024,Diesel Turbo,85000,4
VIN04430,T8000,2023,Diesel 6-Cylinder,160000,3
VIN04431,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04432,T8000,2023,Diesel 8-Cylinder,160000,3
VIN04433,T2000,2024,Diesel Turbo,85000,4
VIN04434,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04435,T6000,2020,Diesel Turbo,135000,3
VIN04436,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04437,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04438,T2000,2020,Diesel Turbo,85000,4
VIN04439,T2000,2020,Diesel Turbo,85000,4
VIN04440,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04441,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04442,T6000,2023,Diesel 8-Cylinder,135000,3
VIN04443,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04444,T6000,2021,Diesel Turbo,135000,3
VIN04445,T8000,2024,Diesel 8-Cylinder,160000,3
VIN04446,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04447,T2000,2024,Diesel Turbo,85000,4
VIN04448,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04449,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04450,T9000,2022,Diesel 8-Cylinder,195000,2
VIN04451,T4000,2021,Diesel Turbo,110000,4
VIN04452,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04453,T9000,2021,Diesel Turbo,195000,2
VIN04454,T2000,2022,Diesel Turbo,85000,4
VIN04455,T4000,2021,Diesel Turbo,110000,4
VIN04456,T8000,2022,Diesel Turbo,160000,3
VIN04457,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04458,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04459,T4000,2020,Diesel Turbo,110000,4
VIN04460,T4000,2021,Diesel Turbo,110000,4
VIN04461,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04462,T2000,2023,Diesel Turbo,85000,4
VIN04463,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04464,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04465,T2000,2020,Diesel Turbo,85000,4
VIN04466,T2000,2020,Diesel Turbo,85000,4
VIN04467,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04468,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04469,T4000,2023,Diesel Turbo,110000,4
VIN04470,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04471,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04472,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04473,T4000,2021,Diesel Turbo,110000,4
VIN04474,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04475,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04476,T6000,2024,Diesel 8-Cylinder,135000,3
VIN04477,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04478,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04479,T6000,2020,Diesel 6-Cylinder,135000,3
VIN04480,T6000,2021,Diesel Turbo,135000,3
VIN04481,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04482,T9000,2020,Diesel 8-Cylinder,195000,2
VIN04483,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04484,T4000,2024,Diesel 6-Cylinder,110000,4
VIN04485,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04486,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04487,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04488,T8000,2023,Diesel Turbo,160000,3
VIN04489,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04490,T9000,2022,Diesel 8-Cylinder,195000,2
VIN04491,T8000,2020,Diesel Turbo,160000,3
VIN04492,T8000,2022,Diesel Turbo,160000,3
VIN04493,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04494,T8000,2023,Diesel 8-Cylinder,160000,3
VIN04495,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04496,T9000,2021,Diesel 8-Cylinder,195000,2
VIN04497,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04498,T8000,2021,Diesel Turbo,160000,3
VIN04499,T9000,2023,Diesel Turbo,195000,2
VIN04500,T6000,2023,Diesel 8-Cylinder,135000,3
VIN04501,T2000,2020,Diesel Turbo,85000,4
VIN04502,T2000,2024,Diesel Turbo,85000,4
VIN04503,T4000,2020,Diesel Turbo,110000,4
VIN04504,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04505,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04506,T4000,2023,Diesel Turbo,110000,4
VIN04507,T2000,2022,Diesel 6-Cylinder,85000,4
VIN04508,T6000,2023,Diesel Turbo,135000,3
VIN04509,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04510,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04511,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04512,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04513,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04514,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04515,T9000,2021,Diesel 8-Cylinder,195000,2
VIN04516,T4000,2020,Diesel Turbo,110000,4
VIN04517,T8000,2021,Diesel 6-Cylinder,160000,3
VIN04518,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04519,T6000,2023,Diesel Turbo,135000,3
VIN04520,T9000,2023,Diesel 6-Cylinder,195000,2
VIN04521,T8000,2022,Diesel Turbo,160000,3
VIN04522,T4000,2024,Diesel Turbo,110000,4
VIN04523,T9000,2020,Diesel 8-Cylinder,195000,2
VIN04524,T4000,2020,Diesel 8-Cylinder,110000,4
VIN04525,T8000,2020,Diesel 8-Cylinder,160000,3
VIN04526,T4000,2024,Diesel Turbo,110000,4
VIN04527,T6000,2023,Diesel 6-Cylinder,135000,3
VIN04528,T2000,2022,Diesel Turbo,85000,4
VIN04529,T8000,2020,Diesel Turbo,160000,3
VIN04530,T2000,2023,Diesel Turbo,85000,4
VIN04531,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04532,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04533,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04534,T8000,2023,Diesel 6-Cylinder,160000,3
VIN04535,T8000,2022,Diesel 8-Cylinder,160000,3
VIN04536,T6000,2022,Diesel 8-Cylinder,135000,3
VIN04537,T6000,2024,Diesel 8-Cylinder,135000,3
VIN04538,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04539,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04540,T8000,2024,Diesel 8-Cylinder,160000,3
VIN04541,T6000,2022,Diesel Turbo,135000,3
VIN04542,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04543,T6000,2022,Diesel 6-Cylinder,135000,3
VIN04544,T6000,2021,Diesel 6-Cylinder,135000,3
VIN04545,T6000,2023,Diesel 8-Cylinder,135000,3
VIN04546,T6000,2020,Diesel 6-Cylinder,135000,3
VIN04547,T4000,2021,Diesel Turbo,110000,4
VIN04548,T2000,2022,Diesel Turbo,85000,4
VIN04549,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04550,T4000,2021,Diesel 8-Cylinder,110000,4
VIN04551,T6000,2024,Diesel Turbo,135000,3
VIN04552,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04553,T8000,2023,Diesel Turbo,160000,3
VIN04554,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04555,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04556,T6000,2020,Diesel 8-Cylinder,135000,3
VIN04557,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04558,T2000,2024,Diesel Turbo,85000,4
VIN04559,T8000,2021,Diesel 8-Cylinder,160000,3
VIN04560,T4000,2024,Diesel Turbo,110000,4
VIN04561,T9000,2024,Diesel 6-Cylinder,195000,2
VIN04562,T6000,2022,Diesel Turbo,135000,3
VIN04563,T2000,2020,Diesel 8-Cylinder,85000,4
VIN04564,T4000,2022,Diesel Turbo,110000,4
VIN04565,T9000,2024,Diesel 6-Cylinder,195000,2
VIN04566,T9000,2020,Diesel 8-Cylinder,195000,2
VIN04567,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04568,T2000,2021,Diesel Turbo,85000,4
VIN04569,T9000,2021,Diesel 6-Cylinder,195000,2
VIN04570,T6000,2023,Diesel 6-Cylinder,135000,3
VIN04571,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04572,T4000,2020,Diesel Turbo,110000,4
VIN04573,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04574,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04575,T2000,2024,Diesel Turbo,85000,4
VIN04576,T4000,2020,Diesel Turbo,110000,4
VIN04577,T8000,2020,Diesel 8-Cylinder,160000,3
VIN04578,T8000,2020,Diesel 6-Cylinder,160000,3
VIN04579,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04580,T4000,2020,Diesel Turbo,110000,4
VIN04581,T4000,2024,Diesel 8-Cylinder,110000,4
VIN04582,T2000,2020,Diesel Turbo,85000,4
VIN04583,T4000,2020,Diesel Turbo,110000,4
VIN04584,T8000,2021,Diesel Turbo,160000,3
VIN04585,T8000,2024,Diesel 8-Cylinder,160000,3
VIN04586,T9000,2022,Diesel 8-Cylinder,195000,2
VIN04587,T6000,2023,Diesel Turbo,135000,3
VIN04588,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04589,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04590,T8000,2021,Diesel 8-Cylinder,160000,3
VIN04591,T2000,2024,Diesel Turbo,85000,4
VIN04592,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04593,T9000,2021,Diesel 8-Cylinder,195000,2
VIN04594,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04595,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04596,T8000,2022,Diesel 6-Cylinder,160000,3
VIN04597,T9000,2023,Diesel 8-Cylinder,195000,2
VIN04598,T6000,2024,Diesel 6-Cylinder,135000,3
VIN04599,T2000,2020,Diesel 6-Cylinder,85000,4
VIN04600,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04601,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04602,T2000,2022,Diesel Turbo,85000,4
VIN04603,T2000,2021,Diesel 8-Cylinder,85000,4
VIN04604,T2000,2023,Diesel 6-Cylinder,85000,4
VIN04605,T8000,2024,Diesel Turbo,160000,3
VIN04606,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04607,T6000,2023,Diesel Turbo,135000,3
VIN04608,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04609,T9000,2022,Diesel 8-Cylinder,195000,2
VIN04610,T2000,2022,Diesel Turbo,85000,4
VIN04611,T4000,2022,Diesel 8-Cylinder,110000,4
VIN04612,T2000,2024,Diesel 8-Cylinder,85000,4
VIN04613,T8000,2020,Diesel 8-Cylinder,160000,3
VIN04614,T2000,2023,Diesel 8-Cylinder,85000,4
VIN04615,T6000,2021,Diesel 8-Cylinder,135000,3
VIN04616,T8000,2020,Diesel Turbo,160000,3
VIN04617,T2000,2022,Diesel 8-Cylinder,85000,4
VIN04618,T8000,2020,Diesel 8-Cylinder,160000,3
VIN04619,T4000,2023,Diesel 8-Cylinder,110000,4
VIN04620,T4000,2021,Diesel 6-Cylinder,110000,4
VIN04621,T6000,2023,Diesel 8-Cylinder,135000,3
VIN04622,T2000,2021,Diesel 6-Cylinder,85000,4
VIN04623,T2000,2023,Diesel Turbo,85000,4
VIN04624,T4000,2020,Diesel Turbo,110000,4
VIN04625,T4000,2023,Diesel 6-Cylinder,110000,4
VIN04626,T2000,2024,Diesel Turbo,85000,4
VIN04627,T4000,2020,Diesel 6-Cylinder,110000,4
VIN04628,T6000,2022,Diesel Turbo,135000,3
VIN04629,T4000,2022,Diesel 6-Cylinder,110000,4
VIN04630,T4000,2020,Diesel 8-Cylinder,110000,4
